playlist_genre,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popular,predicted_probability
4,0.685,0.742,-5.409,0.0471,0.22,0.0,0.185,0.618,115.008,213511,1,0.8818830341278208
6,0.917,0.555,-7.541,0.0785,0.162,1.38e-06,0.29,0.731,112.998,375733,0,0.3489524878678183
4,0.62,0.692,-6.423,0.103,0.0251,7.54e-05,0.151,0.397,159.062,238560,0,0.8059898365270561
3,0.66,0.855,-8.386,0.0424,0.00985,8.8e-05,0.0695,0.222,112.466,154933,0,0.2839095948590735
1,0.435,0.76,-4.912,0.0386,0.00817,0.00173,0.123,0.192,127.911,233233,0,0.30604727182999736
4,0.458,0.74,-5.65,0.245,0.0256,0.0,0.296,0.37,79.255,277200,0,0.42061014304726163
6,0.654,0.418,-13.116,0.0371,0.0529,0.00131,0.0983,0.13,95.988,236375,0,0.4283026842140285
2,0.594,0.749,-6.251,0.0677,0.00188,0.000139,0.0869,0.344,130.064,205746,1,0.7820441086892541
3,0.785,0.905,-7.929,0.0449,0.00803,0.859,0.046,0.969,136.018,224227,0,0.057456552551062516
5,0.498,0.83,-5.157,0.0421,0.00461,0.0,0.139,0.453,89.342,231480,1,0.7322341899131334
5,0.561,0.989,-2.414,0.109,0.000129,0.000228,0.172,0.333,137.077,184402,0,0.3010753457779324
5,0.535,0.968,-3.952,0.0658,0.000894,0.0127,0.236,0.384,110.964,289920,0,0.4616807477937098
2,0.801,0.814,-2.736,0.0458,0.0263,0.000473,0.108,0.65,120.03,172213,0,0.8663339029415256
4,0.734,0.636,-7.764,0.243,0.37,4.3e-05,0.382,0.281,123.074,301159,0,0.525389141304298
1,0.686,0.96,-6.937,0.0805,0.0494,0.579,0.6,0.229,127.993,187973,0,0.025262603443727317
3,0.67,0.668,-4.306,0.0422,0.536,0.0,0.133,0.608,88.033,179053,1,0.9271394844867663
3,0.732,0.819,-5.451,0.042,0.0671,0.0,0.13,0.793,105.046,159693,0,0.7729901217769107
3,0.799,0.586,-6.735,0.0377,0.162,2.03e-06,0.193,0.549,120.97,227833,1,0.9209159480999703
3,0.81,0.305,-6.165,0.0902,0.28,0.000116,0.203,0.732,120.013,171908,1,0.8331082000459076
4,0.697,0.681,-5.084,0.219,0.0598,0.0,0.301,0.82,77.847,258987,0,0.537969869085224
3,0.596,0.681,-7.321,0.0597,0.0978,0.000236,0.103,0.393,99.961,195683,0,0.747847545495841
5,0.641,0.842,-7.27,0.0292,0.132,0.91,0.419,0.5,129.98,278769,1,0.06071673646794233
4,0.679,0.725,-10.4,0.38,0.0343,0.00339,0.583,0.732,120.011,259495,0,0.30033269258759143
5,0.373,0.453,-9.224,0.0419,0.261,4.59e-05,0.16,0.418,95.384,196841,0,0.6422282226899962
5,0.642,0.859,-4.888,0.0562,0.000599,0.0,0.306,0.625,120.059,246131,0,0.7431218698593279
5,0.586,0.86,-6.752,0.0584,0.0372,0.00109,0.1,0.943,132.865,224933,0,0.6058920150501435
3,0.648,0.311,-10.847,0.0358,0.913,6.89e-05,0.112,0.327,90.946,195561,0,0.5189570391408852
1,0.735,0.668,-10.563,0.198,0.0176,0.831,0.0662,0.479,179.988,351999,0,0.045
5,0.429,0.661,-7.227,0.0281,0.00239,0.00013,0.234,0.285,173.365,266773,1,0.7088016196360089
6,0.64,0.841,-2.426,0.0466,0.153,0.0,0.0457,0.0471,121.075,282546,0,0.36753848732401734
5,0.534,0.814,-7.978,0.0717,0.0359,0.00539,0.721,0.686,127.967,205907,0,0.38770285294001233
2,0.725,0.903,-2.955,0.0658,0.0344,0.0,0.183,0.946,142.006,211680,1,0.8723794917585671
3,0.675,0.578,-5.913,0.233,0.0553,0.0,0.302,0.514,69.399,239760,0,0.7694597033864238
2,0.755,0.856,-4.627,0.0991,0.148,0.0,0.31,0.962,170.067,233600,1,0.6156098772472285
1,0.733,0.837,-6.593,0.125,0.248,0.000555,0.359,0.911,121.093,190413,0,0.2862507806540298
3,0.679,0.485,-7.926,0.0598,0.0164,0.0,0.213,0.709,92.007,164348,0,0.8035185676428308
6,0.388,0.596,-5.144,0.0409,0.0097,5.98e-06,0.326,0.275,164.644,228987,0,0.6079850398272968
4,0.508,0.602,-8.205,0.268,0.197,0.0,0.289,0.39,96.844,236466,0,0.7481470699587188
4,0.725,0.534,-6.238,0.0946,0.0752,0.0,0.0919,0.558,91.974,219320,1,0.8319378484297627
2,0.697,0.886,-3.425,0.295,0.113,0.0,0.296,0.662,175.884,252269,1,0.7580905179982605
4,0.727,0.722,-9.191,0.22,0.194,0.000329,0.11,0.492,100.001,228818,0,0.48574670838519984
2,0.651,0.76,-3.377,0.054,0.351,0.0,0.151,0.673,96.204,141875,0,0.7239669461577722
4,0.665,0.505,-12.183,0.0932,0.782,1.63e-06,0.149,0.636,96.726,127500,0,0.4523363273218938
6,0.726,0.334,-12.843,0.186,0.61,0.887,0.364,0.676,82.066,103240,0,0.0
3,0.832,0.838,-5.414,0.0421,0.0791,0.0,0.152,0.965,100.019,218733,0,0.49263958215480136
5,0.527,0.452,-7.844,0.0293,0.819,0.0,0.102,0.311,103.851,233200,0,0.7065831598399592
6,0.677,0.713,-4.108,0.148,0.105,0.0,0.0867,0.356,87.489,457347,0,0.28896682589805567
6,0.769,0.487,-9.718,0.276,0.802,0.0,0.118,0.475,139.901,166286,0,0.5720725905603298
2,0.739,0.814,-10.442,0.0435,0.00358,0.264,0.0476,0.868,121.51,232893,0,0.0320119064872244
1,0.651,0.596,-9.944,0.0429,0.5,0.062,0.105,0.42,172.782,195118,0,0.17623824307059377
3,0.818,0.823,-3.563,0.2,0.0663,1.17e-05,0.133,0.52,128.136,160794,1,0.7179818167652402
4,0.544,0.427,-8.33,0.0298,0.174,0.0248,0.133,0.186,139.939,181400,0,0.5978587114066299
1,0.563,0.492,-9.939,0.0591,0.0463,0.00432,0.0746,0.24,170.054,253753,0,0.18992447458178238
1,0.49,0.811,-2.524,0.044,0.0896,0.0,0.0898,0.547,125.965,200992,0,0.4021342173763675
2,0.293,0.731,-7.697,0.042,0.123,0.22,0.982,0.17,131.853,289187,0,0.15904115335712987
1,0.794,0.896,-1.514,0.0677,0.00371,0.615,0.0876,0.5,125.999,190476,0,0.032188157884170315
3,0.407,0.955,-4.164,0.164,0.0251,0.0,0.347,0.508,177.48,201107,0,0.6037537287032293
4,0.765,0.523,-4.333,0.03,0.184,3.56e-05,0.132,0.394,104.988,217307,1,0.8428170820346953
4,0.499,0.429,-10.288,0.0495,0.199,0.000311,0.334,0.277,117.751,267450,0,0.6734882866428913
3,0.75,0.727,-4.21,0.142,0.0189,0.0,0.266,0.359,129.993,262173,1,0.9229071245549945
5,0.445,0.862,-4.165,0.129,0.064,0.475,0.354,0.212,104.208,330467,0,0.2418923400035287
6,0.802,0.548,-8.798,0.111,0.12,0.000131,0.218,0.24,145.059,204663,0,0.6808152443408404
3,0.331,0.79,-6.506,0.0533,0.00247,0.00646,0.338,0.164,119.911,273296,0,0.35277356201961496
3,0.709,0.854,-4.447,0.0399,0.047,0.0,0.0724,0.826,105.074,224402,0,0.8655333324208391
2,0.461,0.472,-8.073,0.0322,0.426,0.0259,0.121,0.188,115.052,237263,0,0.5037381561392109
5,0.431,0.95,-4.918,0.26,0.00105,3.63e-05,0.272,0.56,191.936,158733,1,0.4185334107871256
1,0.406,0.88,-5.564,0.0712,0.0183,0.0,0.0733,0.383,123.416,160749,0,0.19539347431938933
2,0.798,0.675,-5.041,0.0442,0.0912,0.0,0.0894,0.842,101.956,219947,1,0.916126913308946
4,0.695,0.762,-3.497,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280,1,0.8305254206398187
1,0.715,0.911,-7.295,0.0512,0.0051,0.92,0.11,0.174,124.989,406480,0,0.005
6,0.6,0.706,-7.899,0.361,0.209,0.0,0.125,0.58,173.926,253533,1,0.7924293279796168
3,0.795,0.83,-5.491,0.0343,0.13,5.34e-05,0.0806,0.824,119.98,172293,0,0.7140908274671263
4,0.769,0.787,-3.909,0.367,0.189,0.0,0.129,0.836,126.77,159715,1,0.9067603393130976
2,0.725,0.791,-7.626,0.0466,0.0278,0.0983,0.169,0.156,99.049,206394,0,0.2952478478169836
6,0.897,0.536,-5.612,0.308,0.398,0.0,0.338,0.71,92.984,176129,1,0.6645710391718888
3,0.766,0.739,-3.011,0.0835,0.105,0.0,0.084,0.751,110.018,250616,0,0.935870076352575
6,0.711,0.826,-3.371,0.123,0.297,0.0,0.272,0.649,87.023,246107,0,0.4382640595186682
3,0.708,0.894,-3.38,0.0313,0.00128,6.47e-06,0.109,0.886,126.032,234842,0,0.6951753777510119
6,0.704,0.721,-5.319,0.227,0.0355,1.82e-05,0.591,0.775,174.043,275467,0,0.5402218310187443
3,0.809,0.459,-8.454,0.126,0.338,0.0,0.354,0.213,136.923,182190,0,0.7625444840487196
1,0.767,0.912,-9.466,0.199,0.00341,0.854,0.09,0.604,126.059,31429,0,0.0
1,0.663,0.727,-5.606,0.372,0.00379,0.0113,0.734,0.34,126.173,257256,0,0.05980476331529522
2,0.956,0.48,-7.474,0.269,0.135,0.0,0.104,0.849,126.935,181658,0,0.7542010404817876
3,0.662,0.838,-6.3,0.0499,0.114,0.000697,0.0881,0.496,129.884,236308,0,0.6381865735373533
1,0.868,0.681,-9.205,0.0619,0.0387,0.578,0.0893,0.665,123.995,280874,0,0.054076716654527575
1,0.479,0.675,-4.893,0.0413,0.0319,0.00536,0.128,0.189,145.022,257045,0,0.19412271093123593
4,0.635,0.695,-4.403,0.314,0.212,0.0,0.298,0.766,79.232,208440,0,0.7003090851870616
5,0.709,0.278,-13.011,0.0353,0.46,0.00719,0.098,0.458,141.268,202400,0,0.42307054046465503
2,0.773,0.683,-5.069,0.0693,0.368,1.24e-06,0.0852,0.722,124.021,182177,0,0.8877977739794849
3,0.687,0.792,-2.749,0.0452,0.191,0.0,0.167,0.671,100.015,214290,1,0.9192986888970925
3,0.675,0.745,-8.634,0.0344,0.187,0.00894,0.115,0.569,120.97,211393,0,0.46754127651487914
1,0.583,0.972,-5.463,0.0474,0.00507,0.87,0.0419,0.0396,128.016,175689,0,0.015
5,0.475,0.439,-15.039,0.0427,0.000146,0.000277,0.223,0.76,118.392,234867,1,0.7164041808877873
6,0.609,0.75,-7.109,0.0422,0.3,0.362,0.189,0.0983,105.019,214360,0,0.16326667245035165
4,0.621,0.583,-10.127,0.0345,0.0116,0.0,0.115,0.452,137.534,317360,0,0.4789097710120965
1,0.571,0.909,-4.772,0.0758,0.00204,0.000584,0.121,0.169,127.985,270000,0,0.06638187293526741
5,0.56,0.705,-6.761,0.0498,0.772,0.00259,0.264,0.501,122.456,243547,0,0.5848487110268296
2,0.728,0.801,-2.942,0.0683,0.279,4.71e-06,0.143,0.416,130.059,226627,1,0.9239465123298716
2,0.653,0.858,-4.646,0.0307,0.0235,0.0,0.11,0.583,127.981,259440,1,0.7382431838806603
3,0.689,0.711,-5.027,0.0455,0.00714,0.000499,0.135,0.566,115.048,206320,0,0.7964473756019871
6,0.863,0.514,-7.243,0.249,0.0419,0.0,0.301,0.843,82.985,271160,0,0.3863365381804124
1,0.652,0.751,-8.327,0.0369,0.112,0.592,0.102,0.0399,122.024,237978,0,0.08516198572437847
3,0.575,0.714,-5.247,0.0596,0.395,0.0,0.115,0.32,144.982,262231,1,0.8500098629516545
6,0.545,0.584,-7.643,0.0888,0.0161,1.06e-05,0.177,0.534,144.153,390533,0,0.4495226489645426
4,0.661,0.61,-9.119,0.0957,0.0494,0.000251,0.0725,0.828,78.035,189267,0,0.4855118003203885
2,0.853,0.699,-4.282,0.0473,0.0719,0.0184,0.0684,0.68,96.013,197293,0,0.5249714061430187
1,0.575,0.888,-2.802,0.04,0.116,5.96e-05,0.333,0.236,127.908,200156,0,0.09888565300418226
6,0.849,0.803,-4.514,0.0616,0.0745,3.51e-05,0.0621,0.962,111.008,212547,0,0.6661621197645311
6,0.793,0.762,-5.252,0.0591,0.333,0.0,0.128,0.447,132.097,195455,1,0.8828672496822729
1,0.713,0.827,-2.666,0.0353,0.002,1.36e-06,0.229,0.379,112.011,189883,0,0.17424600602436668
2,0.723,0.758,-4.418,0.0506,0.0175,0.0,0.307,0.657,128.033,201240,0,0.9104434670286605
3,0.795,0.783,-4.271,0.0432,0.361,0.0,0.437,0.8,92.016,266087,1,0.926598023413342
4,0.679,0.344,-12.734,0.0411,0.492,0.00385,0.379,0.186,87.034,360476,0,0.35755455225623706
2,0.588,0.67,-6.439,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,238173,1,0.8942834364421182
2,0.588,0.812,-4.172,0.0429,0.0171,0.0,0.111,0.512,97.98,222213,1,0.8147053252402309
1,0.545,0.891,-3.604,0.113,0.00487,1.46e-06,0.262,0.215,127.029,366142,0,0.039811862556297414
2,0.547,0.565,-7.117,0.0447,0.00169,2.36e-06,0.0818,0.542,128.032,178774,0,0.6615694719485644
2,0.331,0.592,-6.127,0.0371,0.0824,0.0,0.109,0.312,170.436,205160,1,0.8435593671996858
6,0.416,0.735,-5.391,0.403,0.107,0.0,0.573,0.697,108.159,195827,0,0.4142400713472594
2,0.787,0.705,-7.582,0.0695,0.137,1.06e-06,0.108,0.499,81.998,188654,1,0.8134818272868504
5,0.572,0.835,-6.219,0.0317,0.171,0.000376,0.0702,0.796,129.994,241600,1,0.7280384101714915
3,0.747,0.833,-5.525,0.0505,0.804,0.448,0.117,0.936,109.97,214102,0,0.1624090292013911
1,0.594,0.915,-3.575,0.0703,0.0847,0.0,0.874,0.231,128.055,158682,0,0.1656217051965469
4,0.8,0.624,-13.931,0.0704,0.0217,0.0,0.496,0.784,107.932,273760,0,0.2912136016657677
1,0.602,0.796,-5.644,0.0344,0.00123,0.00145,0.606,0.408,128.02,361395,0,0.048978391987318314
1,0.567,0.951,-5.087,0.0388,0.0213,0.302,0.101,0.267,138.03,202000,0,0.06197376680311071
3,0.568,0.656,-5.413,0.0433,0.0211,1.37e-05,0.213,0.364,100.049,198160,1,0.7837786465744155
6,0.512,0.557,-9.078,0.324,0.0986,0.0,0.364,0.291,82.996,376640,0,0.3099646461544215
4,0.741,0.87,-3.494,0.503,0.00813,0.0,0.114,0.663,184.194,254723,1,0.7157628635439481
4,0.674,0.824,-6.622,0.0303,0.049,0.00244,0.0872,0.865,102.692,473010,0,0.2610615061595758
4,0.706,0.714,-6.134,0.061,0.327,0.0111,0.185,0.503,98.003,244293,0,0.5833565235101363
2,0.761,0.563,-10.867,0.0525,0.634,3.57e-05,0.117,0.592,107.0,213987,0,0.5252505715460312
5,0.327,0.645,-10.159,0.0439,0.0466,2.98e-05,0.307,0.43,89.328,255667,0,0.6714343465065934
3,0.41,0.611,-8.271,0.0467,0.0228,0.0,0.116,0.0899,185.727,184448,0,0.5407141948979429
6,0.57,0.736,-5.712,0.586,0.0592,0.0,0.614,0.361,86.079,149160,1,0.20814318290712297
2,0.885,0.903,-2.91,0.0623,0.286,0.00141,0.0613,0.969,125.053,203546,0,0.6296651706893026
1,0.71,0.942,-2.321,0.0612,0.000914,0.00918,0.0457,0.184,128.028,286875,0,0.0041458920442228485
1,0.507,0.915,-4.33,0.0524,0.00126,0.0,0.0626,0.231,129.972,256360,0,0.09782461150612684
6,0.863,0.815,-6.242,0.232,0.216,0.0,0.0887,0.636,108.972,200800,0,0.5683702249760196
4,0.644,0.518,-10.02,0.0805,0.00646,1.33e-06,0.158,0.464,169.799,253933,0,0.5586675035987743
5,0.581,0.831,-8.045,0.107,0.0458,0.0,0.0782,0.885,144.684,168160,0,0.509756539007483
5,0.78,0.711,-4.362,0.0294,0.00964,0.0016,0.144,0.97,104.694,182880,0,0.5244764333909397
3,0.566,0.769,-4.342,0.0872,0.0183,0.0,0.108,0.385,170.036,191100,1,0.916076916171129
3,0.561,0.666,-4.243,0.0322,0.106,0.0,0.123,0.675,160.019,219367,1,0.9171464657923099
1,0.538,0.965,-3.782,0.128,0.00187,0.769,0.395,0.0735,129.997,186038,0,0.01
1,0.808,0.723,-7.356,0.0773,0.128,0.0801,0.504,0.535,123.047,201290,0,0.13619356859040105
1,0.611,0.644,-7.607,0.0553,0.124,0.0,0.124,0.13,105.969,221904,1,0.795803685377601
5,0.428,0.599,-2.135,0.0286,0.0665,9.86e-06,0.137,0.134,125.83,301730,1,0.7495107198756478
6,0.422,0.738,-4.955,0.393,0.105,0.0,0.109,0.367,92.17,232854,0,0.49070264433328054
4,0.668,0.778,-4.018,0.0584,0.357,0.0,0.138,0.633,100.03,235200,0,0.8267058729285942
5,0.635,0.686,-15.648,0.053,0.209,0.0176,0.282,0.464,125.988,274747,1,0.3975139310509502
6,0.823,0.556,-7.141,0.0889,0.6,0.000694,0.3,0.557,129.985,271548,1,0.6415317142029171
6,0.703,0.705,-4.619,0.0725,0.047,0.0,0.109,0.57,149.991,251069,0,0.7773038975812295
1,0.775,0.825,-5.402,0.0464,0.0506,1.03e-06,0.111,0.95,139.091,182667,1,0.5739191932727634
4,0.707,0.852,-7.364,0.0481,0.0655,1.42e-06,0.567,0.86,100.804,257667,0,0.36229640063334556
4,0.754,0.376,-7.561,0.204,0.404,0.0,0.358,0.554,95.018,251427,0,0.5051413483471415
1,0.764,0.655,-8.416,0.0529,0.0284,0.677,0.149,0.833,108.008,461000,0,0.034418438172905116
4,0.675,0.957,-5.358,0.0519,0.331,0.00434,0.35,0.798,108.142,361173,0,0.3344532696319711
1,0.681,0.716,-7.033,0.103,0.0588,0.000868,0.137,0.23,124.021,189707,0,0.5443589386335169
3,0.715,0.605,-5.128,0.0428,0.239,1.41e-05,0.189,0.454,122.956,212733,1,0.8688169898099691
2,0.81,0.764,-5.7,0.0981,0.549,1.23e-06,0.0925,0.697,110.063,194182,0,0.8329791432462664
2,0.836,0.649,-3.547,0.148,0.0254,0.0,0.0758,0.433,96.884,209733,0,0.9379303735215301
4,0.826,0.647,-6.306,0.0491,0.0277,1.52e-06,0.298,0.872,102.017,223000,1,0.822491839156115
2,0.676,0.705,-7.503,0.16,0.178,7.55e-05,0.0561,0.711,93.774,204587,0,0.7128036446781567
2,0.598,0.931,-6.189,0.0393,0.00781,0.32,0.127,0.394,121.971,175695,0,0.18549058845950747
5,0.407,0.834,-9.224,0.208,0.0734,0.00021,0.241,0.71,121.38,205293,1,0.7965178612940121
4,0.705,0.616,-7.146,0.153,0.0043,0.0,0.586,0.434,134.94,213693,0,0.5155272665105646
3,0.564,0.945,-4.705,0.0493,0.0189,0.0,0.359,0.399,101.003,246333,0,0.6770556475472062
1,0.57,0.873,-5.188,0.07,0.00853,0.0,0.365,0.236,125.086,171133,1,0.6593403378536391
4,0.72,0.635,-10.043,0.269,0.0319,0.0,0.0441,0.358,105.89,165283,0,0.45316828252465613
3,0.717,0.614,-5.043,0.053,0.0906,9.51e-06,0.115,0.382,112.01,208606,0,0.8810744402525293
5,0.49,0.841,-7.452,0.0342,8.01e-05,0.129,0.119,0.718,152.087,231000,0,0.26946981432476386
3,0.737,0.714,-6.138,0.0367,0.225,3.79e-06,0.267,0.608,102.046,189973,1,0.8267640096589713
5,0.5,0.824,-5.846,0.0388,0.00016,0.00161,0.0916,0.539,120.125,218920,1,0.5636667026983875
5,0.533,0.783,-10.61,0.0366,0.0116,0.0565,0.186,0.726,124.874,234907,1,0.39774632136424154
6,0.709,0.635,-6.79,0.247,0.0386,0.0,0.406,0.588,162.093,239531,0,0.6512666785293283
6,0.927,0.33,-11.088,0.39,0.0577,1.19e-05,0.177,0.251,98.949,208840,0,0.556762084415781
1,0.696,0.599,-12.052,0.0609,0.129,0.00294,0.0747,0.572,128.043,177187,0,0.19201021977507984
4,0.672,0.279,-9.237,0.0421,0.402,0.000125,0.0946,0.478,133.625,251886,0,0.6659756618685299
2,0.73,0.502,-10.699,0.0448,0.508,0.846,0.0839,0.463,121.993,191615,0,0.12416905911529394
4,0.476,0.407,-9.239,0.0368,0.247,0.0,0.144,0.226,178.258,242467,0,0.7768116771335137
1,0.613,0.701,-3.777,0.048,0.0309,0.0,0.419,0.288,124.085,197590,0,0.5564856971168686
6,0.84,0.593,-7.755,0.376,0.0614,0.0,0.41,0.714,122.164,313720,0,0.3740945995428951
3,0.621,0.769,-3.91,0.0353,0.109,0.0,0.133,0.566,130.05,229569,0,0.915137528303626
6,0.569,0.855,-4.118,0.285,0.0123,0.0,0.332,0.866,86.021,255173,0,0.4049792827596744
3,0.758,0.686,-6.346,0.0792,0.0848,0.00127,0.142,0.444,130.007,230907,1,0.7867282716292487
3,0.649,0.716,-5.371,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,205947,1,0.8365817648060266
1,0.532,0.814,-2.507,0.0579,0.0206,0.0,0.124,0.208,128.022,227107,0,0.17332025866216846
2,0.704,0.915,-6.841,0.0298,0.0866,0.00266,0.123,0.769,104.521,231507,0,0.43238423429151246
3,0.798,0.715,-7.103,0.215,0.191,0.773,0.112,0.199,122.47,468587,0,0.03987999095352228
3,0.605,0.854,-4.128,0.0488,0.0673,0.0,0.54,0.165,124.024,214641,0,0.5989708730409475
3,0.734,0.663,-7.292,0.185,0.28,0.0,0.12,0.256,101.943,183853,1,0.7715048032345826
6,0.769,0.787,-3.909,0.367,0.189,0.0,0.129,0.836,126.77,159715,1,0.888840470759076
2,0.848,0.874,-7.179,0.0902,0.228,0.0,0.089,0.961,102.001,225048,0,0.4016892022270217
5,0.855,0.468,-11.501,0.13,0.424,0.0105,0.0494,0.85,107.87,164560,0,0.30427094079515987
1,0.696,0.839,-3.687,0.0261,0.312,8.77e-06,0.184,0.894,127.052,208057,0,0.396888530478563
3,0.743,0.733,-5.576,0.0352,0.00705,0.00753,0.0565,0.726,122.975,231897,0,0.3808428849308461
2,0.933,0.452,-9.049,0.0735,0.645,4.52e-06,0.0795,0.793,123.04,177002,0,0.5740333758234492
3,0.831,0.485,-6.677,0.15,0.375,1.47e-05,0.118,0.622,80.022,245667,1,0.7309854703661816
1,0.74,0.74,-4.44,0.0507,0.00489,0.822,0.0963,0.281,128.003,333282,0,0.005
4,0.398,0.383,-11.123,0.0515,0.34,7.02e-05,0.639,0.35,175.648,245000,0,0.525513837441933
6,0.953,0.736,-4.784,0.278,0.00502,8.01e-05,0.069,0.369,105.025,200854,0,0.7380059411661314
3,0.738,0.814,-4.414,0.0999,0.132,9.64e-06,0.126,0.483,119.041,225850,0,0.799242717362159
5,0.506,0.663,-10.217,0.0306,0.407,2.06e-05,0.155,0.324,143.477,238347,0,0.6720142121529107
5,0.57,0.837,-4.939,0.031,0.00101,2.85e-05,0.0873,0.662,134.975,178308,0,0.717818346300747
4,0.827,0.452,-8.354,0.0355,0.0437,0.000184,0.0913,0.922,83.817,183293,0,0.4987532250655711
6,0.785,0.525,-7.556,0.042,0.669,0.439,0.114,0.251,90.853,238907,1,0.542581511150108
2,0.654,0.803,-5.137,0.0544,0.254,0.000993,0.579,0.517,119.991,163886,0,0.6085445906706785
5,0.256,0.863,-6.582,0.106,3.48e-05,0.00405,0.364,0.521,158.947,389333,0,0.17766471603247602
6,0.721,0.863,-4.226,0.0558,0.0174,0.0,0.178,0.35,139.981,250307,0,0.57036521182868
2,0.762,0.775,-3.562,0.0289,0.285,0.0,0.281,0.639,127.963,166620,0,0.7795840018595318
4,0.783,0.58,-7.398,0.298,0.0817,0.0,0.0831,0.762,93.026,284360,0,0.474064092677298
1,0.761,0.866,-4.525,0.119,0.11,0.0383,0.17,0.366,122.005,200164,0,0.26396692601952443
6,0.348,0.82,-7.605,0.0435,1.66e-06,0.655,0.129,0.235,89.796,325382,0,0.07341178826634111
3,0.741,0.699,-6.718,0.0746,0.305,0.0,0.3,0.728,147.127,161890,0,0.8210210962711578
1,0.79,0.949,-1.89,0.103,0.133,0.0,0.339,0.602,124.088,159162,0,0.33389317899915044
2,0.641,0.652,-8.575,0.264,0.42,1.74e-06,0.094,0.406,175.022,244771,1,0.7371055331339399
1,0.273,0.896,-4.705,0.0913,0.000841,0.357,0.305,0.0631,137.992,190870,0,0.015
1,0.558,0.755,-4.509,0.0509,0.0755,0.00432,0.189,0.287,127.939,206250,0,0.27919296006946204
2,0.724,0.904,-3.354,0.0966,0.0786,0.0,0.226,0.846,90.999,200813,1,0.8682741714118326
3,0.494,0.216,-11.701,0.0342,0.816,0.00103,0.102,0.254,121.03,206440,0,0.5791730929736129
5,0.548,0.823,-7.313,0.037,0.105,0.914,0.651,0.574,114.02,208093,0,0.07655515506514327
5,0.621,0.68,-8.14,0.0313,0.0052,7.23e-06,0.177,0.967,146.99,222041,0,0.5246875984793752
6,0.647,0.673,-5.992,0.176,0.172,0.0,0.223,0.527,179.971,224000,0,0.807226922969837
3,0.625,0.905,-6.323,0.135,0.553,0.0298,0.247,0.597,140.026,141473,0,0.2700419977767219
6,0.831,0.499,-8.442,0.114,0.269,0.0,0.3,0.511,97.956,220487,1,0.7175539983553191
1,0.505,0.784,-7.215,0.111,0.000673,0.00148,0.401,0.337,137.974,180326,0,0.11042896888455482
2,0.855,0.512,-8.165,0.0534,0.146,0.000854,0.107,0.144,146.075,224512,1,0.6862177790523307
5,0.759,0.578,-12.56,0.0468,0.00796,8.18e-05,0.0605,0.944,105.598,309760,1,0.6716189128765833
2,0.741,0.837,-6.814,0.0349,0.0498,4.59e-06,0.207,0.78,119.965,255234,0,0.49727018916683896
2,0.749,0.778,-6.864,0.195,0.0061,0.00124,0.0845,0.536,99.99,214627,0,0.6698490499973546
4,0.906,0.421,-8.859,0.0314,0.26,0.00455,0.0988,0.359,97.03,274360,0,0.46998049288931865
1,0.737,0.828,-4.711,0.0396,0.0149,0.000583,0.0862,0.517,124.052,208474,1,0.8604649918949536
2,0.618,0.96,-4.156,0.077,0.0116,8.42e-06,0.703,0.874,90.071,209224,0,0.5706447755671263
6,0.721,0.675,-8.187,0.491,0.451,0.0,0.686,0.5,92.78,189573,0,0.2401881213096823
2,0.746,0.746,-5.046,0.102,0.152,0.0,0.274,0.733,175.965,243227,1,0.917811666548454
3,0.779,0.739,-6.567,0.12,0.259,0.00015,0.125,0.511,119.968,215634,0,0.8441127244625115
5,0.557,0.554,-7.428,0.0358,0.469,0.0,0.534,0.395,133.904,245813,0,0.6742600821224234
5,0.489,0.676,-8.769,0.0367,0.287,0.0,0.389,0.623,89.735,256960,0,0.6244485841771165
3,0.43,0.853,-4.107,0.0692,0.0279,3.29e-06,0.376,0.446,127.956,224520,0,0.7504902555424777
5,0.301,0.593,-9.534,0.0343,0.00359,0.0,0.131,0.754,134.314,187053,0,0.5456637472741768
1,0.392,0.828,-3.745,0.0502,0.0436,4.6e-06,0.0756,0.207,128.091,241875,0,0.11102864210941764
1,0.68,0.799,-5.805,0.0347,0.0323,0.0459,0.123,0.744,120.031,210634,0,0.23839839229528662
4,0.736,0.369,-9.682,0.0688,0.334,0.0,0.126,0.235,140.005,222997,1,0.8924963740154814
4,0.742,0.422,-6.797,0.0309,0.559,4.14e-05,0.0402,0.592,134.624,219427,0,0.5582762898178362
4,0.739,0.471,-7.075,0.124,0.223,0.0,0.0956,0.486,165.945,218453,0,0.8422663030996573
6,0.925,0.388,-10.508,0.419,0.334,0.0,0.332,0.359,105.056,287840,0,0.3767540603920109
2,0.595,0.804,-5.766,0.0537,0.443,0.0169,0.208,0.435,104.894,208072,0,0.3851997971671707
6,0.491,0.648,-5.645,0.0287,0.0225,0.0,0.122,0.309,179.932,141269,0,0.6225952686863188
1,0.542,0.973,-3.847,0.0433,0.000226,0.538,0.316,0.0662,128.002,123820,0,0.01
1,0.708,0.976,-3.48,0.0495,0.0629,0.307,0.25,0.26,127.994,185003,0,0.0719920589041945
2,0.685,0.939,-3.981,0.0408,0.0367,0.0,0.288,0.778,92.023,180429,0,0.7739426122010461
